period,Day-ahead demand forecast,Demand,Net generation,Total interchange
2020-01-21T03,43458.0,43065.0,43071.0,6.0
2020-01-21T04,43033.0,42170.0,42197.0,27.0
2020-01-21T05,41718.0,40352.0,40381.0,28.0
2020-01-21T06,40079.0,38604.0,38610.0,5.0
2020-01-21T07,39492.0,37680.0,37702.0,21.0
2020-01-21T08,39009.0,37417.0,37443.0,26.0
2020-01-21T09,39032.0,37550.0,37578.0,27.0
2020-01-21T10,39536.0,38231.0,38258.0,27.0
2020-01-21T11,41028.0,39736.0,39763.0,27.0
2020-01-21T12,44071.0,42861.0,42895.0,34.0
2020-01-21T13,48155.0,47199.0,47676.0,478.0
2020-01-21T14,49812.0,48548.0,49034.0,485.0
2020-01-21T15,48775.0,47200.0,47209.0,8.0
2020-01-21T16,47191.0,45625.0,45777.0,151.0
2020-01-21T17,45743.0,44182.0,44145.0,-37.0
2020-01-21T18,44103.0,42651.0,42653.0,2.0
2020-01-21T19,42623.0,41400.0,41210.0,-190.0
2020-01-21T20,41452.0,40681.0,40504.0,-178.0
2020-01-21T21,40532.0,40267.0,40184.0,-83.0
2020-01-21T22,40015.0,40119.0,40039.0,-81.0
2020-01-21T23,40390.0,40786.0,40704.0,-82.0
2020-01-22T00,41903.0,42516.0,42384.0,-132.0
2020-01-22T01,44082.0,44779.0,44646.0,-133.0
2020-01-22T02,44523.0,44922.0,44714.0,-209.0
2020-01-22T03,44190.0,44556.0,44377.0,-180.0
2020-01-22T04,42930.0,43087.0,42960.0,-127.0
2020-01-22T05,40841.0,40662.0,40584.0,-78.0
2020-01-22T06,39019.0,38399.0,38325.0,-75.0
2020-01-22T07,37257.0,37138.0,36987.0,-152.0
2020-01-22T08,36495.0,36582.0,36412.0,-170.0
2020-01-22T09,36295.0,36503.0,36320.0,-183.0
2020-01-22T10,36409.0,36716.0,36552.0,-165.0
2020-01-22T11,37476.0,37933.0,37753.0,-180.0
2020-01-22T12,39812.0,40685.0,40539.0,-147.0
2020-01-22T13,43810.0,44646.0,44647.0,1.0
2020-01-22T14,45401.0,46278.0,46263.0,-16.0
2020-01-22T15,45359.0,46076.0,45994.0,-82.0
2020-01-22T16,45337.0,46166.0,46084.0,-82.0
2020-01-22T17,45309.0,46391.0,46330.0,-62.0
2020-01-22T18,44982.0,46203.0,46237.0,34.0
2020-01-22T19,44287.0,45380.0,45402.0,21.0
2020-01-22T20,43624.0,45139.0,45166.0,26.0
2020-01-22T21,43114.0,44546.0,44583.0,37.0
2020-01-22T22,42762.0,44219.0,44263.0,43.0
2020-01-22T23,43091.0,44360.0,44382.0,21.0
2020-01-23T00,44112.0,44984.0,44964.0,-21.0
2020-01-23T01,45453.0,45800.0,45354.0,-446.0
2020-01-23T02,45153.0,45296.0,44937.0,-359.0
2020-01-23T03,44379.0,44268.0,44127.0,-141.0
2020-01-23T04,42771.0,42391.0,42369.0,-22.0
2020-01-23T05,40129.0,39780.0,39738.0,-43.0
2020-01-23T06,37583.0,37206.0,37162.0,-44.0
2020-01-23T07,35601.0,35585.0,35569.0,-16.0
2020-01-23T08,34566.0,34636.0,34642.0,6.0
2020-01-23T09,34118.0,34225.0,34232.0,6.0
2020-01-23T10,34173.0,34316.0,34323.0,6.0
2020-01-23T11,35006.0,35196.0,35203.0,6.0
2020-01-23T12,37341.0,37652.0,37619.0,-34.0
2020-01-23T13,41161.0,41527.0,41392.0,-136.0
2020-01-23T14,42753.0,42784.0,42594.0,-191.0
2020-01-23T15,42267.0,42280.0,42172.0,-108.0
2020-01-23T16,41862.0,41952.0,41850.0,-103.0
2020-01-23T17,41540.0,41806.0,41651.0,-156.0
2020-01-23T18,40997.0,41030.0,40821.0,-209.0
2020-01-23T19,40379.0,39940.0,39727.0,-213.0
2020-01-23T20,39897.0,39074.0,38861.0,-213.0
2020-01-23T21,39491.0,38389.0,38176.0,-213.0
2020-01-23T22,39182.0,37996.0,37783.0,-213.0
2020-01-23T23,39346.0,38255.0,38042.0,-214.0
2020-01-24T00,40298.0,39193.0,38932.0,-262.0
2020-01-24T01,42067.0,41330.0,40995.0,-335.0
2020-01-24T02,42567.0,41828.0,41613.0,-215.0
2020-01-24T03,42390.0,41719.0,41507.0,-213.0
2020-01-24T04,41367.0,40907.0,40694.0,-213.0
2020-01-24T05,39505.0,39143.0,38931.0,-212.0
2020-01-24T06,37555.0,37299.0,37089.0,-210.0
2020-01-24T07,36311.0,36322.0,36322.0,-1.0
2020-01-24T08,35780.0,35945.0,35952.0,6.0
2020-01-24T09,35771.0,36104.0,36108.0,4.0
2020-01-24T10,36191.0,36740.0,36535.0,-205.0
2020-01-24T11,37515.0,38197.0,37985.0,-213.0
2020-01-24T12,40296.0,41236.0,41013.0,-223.0
2020-01-24T13,44443.0,45529.0,45032.0,-497.0
2020-01-24T14,46242.0,47074.0,46479.0,-596.0
2020-01-24T15,45322.0,45721.0,45425.0,-297.0
2020-01-24T16,43980.0,43843.0,43691.0,-152.0
2020-01-24T17,42565.0,42135.0,42140.0,5.0
2020-01-24T18,41052.0,40619.0,40625.0,5.0
2020-01-24T19,39719.0,39366.0,39372.0,5.0
2020-01-24T20,38727.0,38511.0,38517.0,5.0
2020-01-24T21,38011.0,37789.0,37795.0,5.0
2020-01-24T22,37549.0,37246.0,37252.0,5.0
2020-01-24T23,37555.0,37236.0,37240.0,4.0
2020-01-25T00,38348.0,37838.0,37663.0,-175.0
2020-01-25T01,39829.0,39783.0,39260.0,-523.0
2020-01-25T02,40053.0,40025.0,40019.0,-6.0
2020-01-25T03,39968.0,40109.0,40116.0,6.0
2020-01-25T04,39509.0,39763.0,39770.0,6.0
2020-01-25T05,38545.0,38887.0,38894.0,6.0
2020-01-25T06,37245.0,37732.0,37744.0,11.0
2020-01-25T07,36299.0,36828.0,36840.0,11.0
2020-01-25T08,35589.0,36427.0,36435.0,7.0
2020-01-25T09,35187.0,36347.0,36354.0,7.0
2020-01-25T10,35239.0,36489.0,36488.0,-1.0
2020-01-25T11,35883.0,36988.0,36983.0,-5.0
2020-01-25T12,36978.0,38185.0,38181.0,-5.0
2020-01-25T13,38390.0,39971.0,39961.0,-11.0
2020-01-25T14,40545.0,41624.0,41619.0,-5.0
2020-01-25T15,41389.0,42146.0,42153.0,6.0
2020-01-25T16,40948.0,41490.0,41497.0,6.0
2020-01-25T17,40108.0,40416.0,40423.0,6.0
2020-01-25T18,39069.0,39362.0,39368.0,6.0
2020-01-25T19,38008.0,38410.0,38416.0,6.0
2020-01-25T20,37076.0,37545.0,37552.0,6.0
2020-01-25T21,36343.0,36963.0,36969.0,6.0
2020-01-25T22,36145.0,36608.0,36615.0,6.0
2020-01-25T23,36012.0,36637.0,36643.0,6.0
2020-01-26T00,36573.0,37345.0,37340.0,-5.0
2020-01-26T01,38038.0,38505.0,38501.0,-5.0
2020-01-26T02,37981.0,38196.0,38203.0,6.0
2020-01-26T03,37119.0,37503.0,37510.0,6.0
2020-01-26T04,36471.0,36489.0,36496.0,6.0
2020-01-26T05,35142.0,35133.0,35140.0,6.0
2020-01-26T06,33800.0,33723.0,33730.0,6.0
2020-01-26T07,33047.0,32425.0,32427.0,1.0
2020-01-26T08,32089.0,31476.0,31478.0,1.0
2020-01-26T09,31370.0,30849.0,30850.0,1.0
2020-01-26T10,31129.0,30698.0,30699.0,1.0
2020-01-26T11,31204.0,30884.0,30885.0,1.0
2020-01-26T12,31833.0,31473.0,31474.0,1.0
2020-01-26T13,32781.0,32503.0,32504.0,1.0
2020-01-26T14,34201.0,33666.0,33667.0,1.0
2020-01-26T15,35226.0,34878.0,34879.0,1.0
2020-01-26T16,36141.0,35635.0,35636.0,1.0
2020-01-26T17,36495.0,35803.0,35804.0,1.0
2020-01-26T18,36465.0,35638.0,35639.0,1.0
2020-01-26T19,36326.0,35704.0,35705.0,1.0
2020-01-26T20,36062.0,35762.0,35764.0,1.0
2020-01-26T21,35884.0,35841.0,35842.0,1.0
2020-01-26T22,35617.0,36065.0,36059.0,-6.0
2020-01-26T23,35717.0,36349.0,35894.0,-455.0
2020-01-27T00,36504.0,37072.0,36401.0,-672.0
2020-01-27T01,38206.0,38724.0,37902.0,-823.0
2020-01-27T02,38602.0,38854.0,38136.0,-718.0
2020-01-27T03,38194.0,38239.0,38124.0,-114.0
2020-01-27T04,37317.0,36932.0,36930.0,-2.0
2020-01-27T05,35621.0,35074.0,35075.0,1.0
2020-01-27T06,33798.0,33180.0,33181.0,1.0
2020-01-27T07,32722.0,31908.0,31909.0,1.0
2020-01-27T08,32050.0,31461.0,31465.0,4.0
2020-01-27T09,32008.0,31470.0,31474.0,4.0
2020-01-27T10,32380.0,31987.0,32040.0,52.0
2020-01-27T11,33702.0,33260.0,33363.0,102.0
2020-01-27T12,36575.0,36075.0,36177.0,102.0
2020-01-27T13,40595.0,40226.0,40240.0,14.0
2020-01-27T14,42326.0,41730.0,41834.0,104.0
2020-01-27T15,41793.0,41267.0,41278.0,10.0
2020-01-27T16,41004.0,40707.0,40844.0,137.0
2020-01-27T17,40314.0,40155.0,40197.0,42.0
2020-01-27T18,39526.0,39406.0,39414.0,8.0
2020-01-27T19,38736.0,38763.0,38898.0,135.0
2020-01-27T20,38292.0,38400.0,38411.0,10.0
2020-01-27T21,37910.0,38137.0,38144.0,6.0
2020-01-27T22,37704.0,37936.0,37943.0,6.0
2020-01-27T23,37804.0,38130.0,38137.0,6.0
2020-01-28T00,38554.0,38681.0,38688.0,6.0
2020-01-28T01,40304.0,40516.0,40402.0,-113.0
2020-01-28T02,40560.0,40854.0,40678.0,-177.0
2020-01-28T03,39919.0,40241.0,40064.0,-177.0
2020-01-28T04,38492.0,38873.0,38697.0,-177.0
2020-01-28T05,36142.0,36568.0,36396.0,-172.0
2020-01-28T06,33784.0,34426.0,34254.0,-173.0
2020-01-28T07,32608.0,32926.0,32738.0,-189.0
2020-01-28T08,31766.0,32165.0,31994.0,-171.0
2020-01-28T09,31426.0,31851.0,31673.0,-178.0
2020-01-28T10,31486.0,31833.0,31849.0,16.0
2020-01-28T11,32467.0,32579.0,32458.0,-122.0
2020-01-28T12,34931.0,34896.0,34662.0,-235.0
2020-01-28T13,38623.0,38731.0,38430.0,-301.0
2020-01-28T14,40370.0,40503.0,40122.0,-381.0
2020-01-28T15,40260.0,40457.0,40216.0,-242.0
2020-01-28T16,40061.0,40821.0,40870.0,48.0
2020-01-28T17,39988.0,40823.0,40976.0,153.0
2020-01-28T18,39705.0,40569.0,40665.0,96.0
2020-01-28T19,39313.0,40129.0,40044.0,-86.0
2020-01-28T20,38949.0,39797.0,39561.0,-237.0
2020-01-28T21,38602.0,39318.0,39103.0,-216.0
2020-01-28T22,38273.0,39122.0,39061.0,-61.0
2020-01-28T23,38535.0,39443.0,39400.0,-43.0
2020-01-29T00,39624.0,40597.0,40708.0,111.0
2020-01-29T01,41523.0,42791.0,42858.0,67.0
2020-01-29T02,41964.0,43254.0,43158.0,-97.0
2020-01-29T03,41620.0,42915.0,42944.0,29.0
2020-01-29T04,40508.0,41827.0,41830.0,3.0
2020-01-29T05,38430.0,39811.0,39847.0,35.0
2020-01-29T06,36418.0,37837.0,37871.0,34.0
2020-01-29T07,35524.0,36626.0,36698.0,71.0
2020-01-29T08,34929.0,36158.0,36183.0,25.0
2020-01-29T09,34951.0,36160.0,36189.0,29.0
2020-01-29T10,35343.0,36572.0,36602.0,29.0
2020-01-29T11,36675.0,37885.0,37915.0,30.0
2020-01-29T12,39511.0,40966.0,40993.0,26.0
2020-01-29T13,43957.0,45282.0,45060.0,-223.0
2020-01-29T14,45793.0,46812.0,46632.0,-180.0
2020-01-29T15,45147.0,46208.0,45992.0,-216.0
2020-01-29T16,44338.0,45524.0,45437.0,-87.0
2020-01-29T17,43586.0,44634.0,44555.0,-80.0
2020-01-29T18,42638.0,43586.0,43718.0,132.0
2020-01-29T19,41515.0,42367.0,42401.0,34.0
2020-01-29T20,40713.0,41483.0,41492.0,8.0
2020-01-29T21,40085.0,41000.0,41009.0,8.0
2020-01-29T22,39543.0,40820.0,40828.0,8.0
2020-01-29T23,39823.0,41373.0,41382.0,8.0
2020-01-30T00,40970.0,42762.0,42770.0,7.0
2020-01-30T01,43316.0,44906.0,44799.0,-108.0
2020-01-30T02,43982.0,45242.0,45122.0,-121.0
2020-01-30T03,43823.0,45007.0,44912.0,-95.0
2020-01-30T04,42746.0,43699.0,43492.0,-207.0
2020-01-30T05,40748.0,41408.0,41197.0,-212.0
2020-01-30T06,38521.0,39196.0,38988.0,-209.0
2020-01-30T07,38626.0,37835.0,37837.0,1.0
2020-01-30T08,37931.0,37221.0,37228.0,6.0
2020-01-30T09,37743.0,37013.0,37020.0,6.0
2020-01-30T10,37961.0,37197.0,37204.0,6.0
2020-01-30T11,39041.0,38407.0,38387.0,-20.0
2020-01-30T12,41743.0,41137.0,40903.0,-234.0
2020-01-30T13,45634.0,45206.0,44564.0,-642.0
2020-01-30T14,47197.0,46558.0,45872.0,-687.0
2020-01-30T15,46701.0,46033.0,45685.0,-347.0
2020-01-30T16,46246.0,45902.0,45739.0,-163.0
2020-01-30T17,45698.0,45613.0,45563.0,-50.0
2020-01-30T18,44823.0,44951.0,44952.0,0.0
2020-01-30T19,43848.0,43989.0,44115.0,126.0
2020-01-30T20,43067.0,43281.0,43169.0,-112.0
2020-01-30T21,42343.0,42699.0,42580.0,-119.0
2020-01-30T22,41961.0,42655.0,42536.0,-119.0
2020-01-30T23,42175.0,43227.0,43104.0,-123.0
2020-01-31T00,43459.0,44547.0,43979.0,-569.0
2020-01-31T01,45301.0,46199.0,45396.0,-803.0
2020-01-31T02,45446.0,46074.0,45743.0,-332.0
2020-01-31T03,44901.0,45454.0,45239.0,-216.0
2020-01-31T04,43514.0,43865.0,43654.0,-212.0
2020-01-31T05,41281.0,41323.0,41112.0,-212.0
2020-01-31T06,39048.0,39032.0,38820.0,-212.0
2020-01-31T07,38214.0,37564.0,37352.0,-212.0
2020-01-31T08,37468.0,36726.0,36515.0,-212.0
2020-01-31T09,37308.0,36582.0,36371.0,-212.0
2020-01-31T10,37642.0,36730.0,36518.0,-212.0
2020-01-31T11,38810.0,37818.0,37606.0,-212.0
2020-01-31T12,41484.0,40481.0,40269.0,-212.0
2020-01-31T13,45512.0,44286.0,43929.0,-358.0
2020-01-31T14,47174.0,45686.0,45440.0,-246.0
2020-01-31T15,46405.0,45157.0,44896.0,-262.0
2020-01-31T16,45557.0,44591.0,44333.0,-258.0
2020-01-31T17,44464.0,43646.0,43644.0,-2.0
2020-01-31T18,43190.0,41890.0,41897.0,6.0
2020-01-31T19,41903.0,40210.0,40217.0,6.0
2020-01-31T20,40834.0,38981.0,38988.0,6.0
2020-01-31T21,39905.0,38072.0,38079.0,6.0
2020-01-31T22,39246.0,37469.0,37475.0,6.0
2020-01-31T23,39352.0,37559.0,37562.0,3.0
2020-02-01T00,40192.0,38536.0,38330.0,-206.0
2020-02-01T01,41920.0,40673.0,40461.0,-212.0
2020-02-01T02,42398.0,41378.0,41166.0,-212.0
2020-02-01T03,42333.0,41460.0,41248.0,-212.0
2020-02-01T04,41860.0,41159.0,40950.0,-209.0
2020-02-01T05,40739.0,40230.0,40231.0,0.0
2020-02-01T06,39314.0,39031.0,39038.0,6.0
2020-02-01T07,38188.0,38186.0,38193.0,6.0
2020-02-01T08,37912.0,37833.0,37840.0,6.0
2020-02-01T09,37911.0,37960.0,37967.0,6.0
2020-02-01T10,38216.0,38315.0,38322.0,6.0
2020-02-01T11,38881.0,39174.0,39248.0,74.0
2020-02-01T12,40204.0,40626.0,40798.0,171.0
2020-02-01T13,42008.0,42746.0,42891.0,144.0
2020-02-01T14,43150.0,44482.0,44602.0,119.0
2020-02-01T15,43093.0,44481.0,44491.0,10.0
2020-02-01T16,41932.0,42828.0,42771.0,-57.0
2020-02-01T17,40364.0,40915.0,40821.0,-95.0
2020-02-01T18,38898.0,38961.0,38961.0,-1.0
2020-02-01T19,37437.0,37178.0,36996.0,-183.0
2020-02-01T20,36391.0,35779.0,35780.0,1.0
2020-02-01T21,35690.0,34868.0,34665.0,-204.0
2020-02-01T22,35372.0,34458.0,34354.0,-105.0
2020-02-01T23,35373.0,34556.0,34564.0,7.0
2020-02-02T00,35786.0,35128.0,35020.0,-109.0
2020-02-02T01,37156.0,36882.0,36645.0,-237.0
2020-02-02T02,38112.0,37471.0,37249.0,-223.0
2020-02-02T03,38136.0,37643.0,37351.0,-293.0
2020-02-02T04,37665.0,37489.0,37137.0,-352.0
2020-02-02T05,37020.0,36775.0,36497.0,-278.0
2020-02-02T06,36337.0,35756.0,35632.0,-125.0
2020-02-02T07,35002.0,34845.0,34656.0,-190.0
2020-02-02T08,34143.0,34329.0,34114.0,-215.0
2020-02-02T09,33935.0,34116.0,33901.0,-215.0
2020-02-02T10,34138.0,34288.0,34154.0,-134.0
2020-02-02T11,34444.0,34769.0,34614.0,-155.0
2020-02-02T12,35373.0,35786.0,35646.0,-141.0
2020-02-02T13,36727.0,37218.0,37207.0,-12.0
2020-02-02T14,37783.0,38602.0,38631.0,29.0
2020-02-02T15,38192.0,39072.0,39119.0,47.0
2020-02-02T16,37738.0,38101.0,37952.0,-149.0
2020-02-02T17,36916.0,36779.0,36827.0,48.0
2020-02-02T18,36310.0,35608.0,35680.0,72.0
2020-02-02T19,36174.0,35107.0,35111.0,3.0
2020-02-02T20,36015.0,35194.0,35192.0,-2.0
2020-02-02T21,35973.0,35415.0,35416.0,1.0
2020-02-02T22,35876.0,35718.0,35791.0,73.0
2020-02-02T23,36135.0,35975.0,35973.0,-2.0
2020-02-03T00,36458.0,36013.0,35795.0,-218.0
2020-02-03T01,38188.0,36732.0,36514.0,-219.0
2020-02-03T02,38445.0,36612.0,36359.0,-252.0
2020-02-03T03,38047.0,36152.0,35949.0,-203.0
2020-02-03T04,37095.0,35676.0,35453.0,-224.0
2020-02-03T05,35327.0,34539.0,34299.0,-240.0
2020-02-03T06,33285.0,32252.0,31973.0,-279.0
2020-02-03T07,31788.0,30747.0,30643.0,-104.0
2020-02-03T08,30925.0,30063.0,30210.0,147.0
2020-02-03T09,30631.0,29814.0,29831.0,16.0
2020-02-03T10,30670.0,29979.0,30079.0,99.0
2020-02-03T11,31507.0,30968.0,31069.0,100.0
2020-02-03T12,33570.0,33414.0,33262.0,-152.0
2020-02-03T13,37073.0,37138.0,36918.0,-221.0
2020-02-03T14,38493.0,38445.0,38411.0,-34.0
2020-02-03T15,38207.0,38021.0,37941.0,-80.0
2020-02-03T16,38227.0,38060.0,37966.0,-94.0
2020-02-03T17,38319.0,38099.0,38005.0,-94.0
2020-02-03T18,38341.0,38125.0,38031.0,-95.0
2020-02-03T19,38143.0,38244.0,38132.0,-112.0
2020-02-03T20,38191.0,38176.0,38015.0,-162.0
2020-02-03T21,38173.0,37986.0,37837.0,-149.0
2020-02-03T22,38168.0,37789.0,37699.0,-91.0
2020-02-03T23,38326.0,37885.0,37721.0,-164.0
2020-02-04T00,38930.0,38816.0,38600.0,-217.0
2020-02-04T01,40412.0,40211.0,40350.0,139.0
2020-02-04T02,40497.0,40338.0,40411.0,73.0
2020-02-04T03,39839.0,39723.0,39727.0,3.0
2020-02-04T04,38444.0,38093.0,38107.0,14.0
2020-02-04T05,36090.0,35824.0,35837.0,13.0
2020-02-04T06,33648.0,33424.0,33425.0,1.0
2020-02-04T07,31971.0,31782.0,31776.0,-7.0
2020-02-04T08,30937.0,30837.0,30831.0,-7.0
2020-02-04T09,30579.0,30283.0,30292.0,8.0
2020-02-04T10,30430.0,30199.0,30205.0,5.0
2020-02-04T11,31041.0,30788.0,30788.0,-1.0
2020-02-04T12,32946.0,32805.0,32804.0,-2.0
2020-02-04T13,36375.0,36370.0,36346.0,-25.0
2020-02-04T14,37902.0,37957.0,37966.0,8.0
2020-02-04T15,37792.0,38230.0,38240.0,10.0
2020-02-04T16,38246.0,38983.0,39117.0,134.0
2020-02-04T17,38729.0,39901.0,39832.0,-70.0
2020-02-04T18,39176.0,40482.0,40489.0,7.0
2020-02-04T19,39410.0,41092.0,41094.0,2.0
2020-02-04T20,39862.0,41668.0,41560.0,-109.0
2020-02-04T21,39988.0,41931.0,41820.0,-111.0
2020-02-04T22,39909.0,41863.0,41751.0,-113.0
2020-02-04T23,39921.0,42412.0,42205.0,-208.0
2020-02-05T00,40418.0,43260.0,43049.0,-211.0
2020-02-05T01,41725.0,45055.0,45020.0,-36.0
2020-02-05T02,42074.0,45293.0,45250.0,-44.0
2020-02-05T03,41388.0,44686.0,44696.0,9.0
2020-02-05T04,40159.0,43364.0,43394.0,30.0
2020-02-05T05,38200.0,41138.0,41137.0,-1.0
2020-02-05T06,36156.0,38749.0,38757.0,8.0
2020-02-05T07,36060.0,37183.0,37186.0,3.0
2020-02-05T08,35810.0,36574.0,36578.0,3.0
2020-02-05T09,35800.0,36510.0,36509.0,-1.0
2020-02-05T10,36026.0,36988.0,36992.0,4.0
2020-02-05T11,37519.0,38307.0,38305.0,-3.0
2020-02-05T12,40080.0,41028.0,40728.0,-301.0
2020-02-05T13,44543.0,45260.0,45319.0,58.0
2020-02-05T14,46555.0,47549.0,47319.0,-230.0
2020-02-05T15,46500.0,47957.0,48083.0,125.0
2020-02-05T16,46426.0,48517.0,48728.0,211.0
2020-02-05T17,46509.0,48774.0,48943.0,169.0
2020-02-05T18,46029.0,48631.0,48701.0,69.0
2020-02-05T19,45374.0,48340.0,48547.0,207.0
2020-02-05T20,44631.0,48037.0,48047.0,10.0
2020-02-05T21,44135.0,48044.0,47907.0,-137.0
2020-02-05T22,44419.0,48224.0,48244.0,20.0
2020-02-05T23,44984.0,49268.0,49186.0,-81.0
2020-02-06T00,46932.0,51108.0,50617.0,-491.0
2020-02-06T01,48630.0,53370.0,52652.0,-719.0
2020-02-06T02,49644.0,53815.0,52935.0,-880.0
2020-02-06T03,49995.0,53391.0,52706.0,-686.0
2020-02-06T04,48671.0,51848.0,51395.0,-453.0
2020-02-06T05,46942.0,49187.0,49142.0,-46.0
2020-02-06T06,45108.0,46826.0,46834.0,7.0
2020-02-06T07,44912.0,45565.0,45578.0,12.0
2020-02-06T08,44378.0,45054.0,45066.0,12.0
2020-02-06T09,44741.0,45212.0,45214.0,1.0
2020-02-06T10,45455.0,45868.0,45869.0,1.0
2020-02-06T11,47015.0,47497.0,47488.0,-10.0
2020-02-06T12,50238.0,50750.0,50697.0,-54.0
2020-02-06T13,54827.0,55011.0,54562.0,-450.0
2020-02-06T14,55591.0,56160.0,56154.0,-6.0
2020-02-06T15,53877.0,54329.0,54213.0,-117.0
2020-02-06T16,51870.0,52089.0,52291.0,202.0
2020-02-06T17,49643.0,49828.0,50078.0,249.0
2020-02-06T18,47653.0,47497.0,47640.0,142.0
2020-02-06T19,45155.0,45512.0,45522.0,9.0
2020-02-06T20,43484.0,44046.0,44151.0,105.0
2020-02-06T21,42028.0,42921.0,43164.0,244.0
2020-02-06T22,41432.0,42193.0,42519.0,326.0
2020-02-06T23,41730.0,42165.0,42492.0,327.0
2020-02-07T00,43573.0,43392.0,43678.0,286.0
2020-02-07T01,45960.0,46533.0,46626.0,94.0
2020-02-07T02,46733.0,48064.0,47857.0,-207.0
2020-02-07T03,47840.0,48669.0,48473.0,-197.0
2020-02-07T04,47250.0,48076.0,47785.0,-292.0
2020-02-07T05,45735.0,46363.0,46080.0,-283.0
2020-02-07T06,43625.0,44562.0,44608.0,45.0
2020-02-07T07,43003.0,43447.0,43465.0,18.0
2020-02-07T08,42251.0,43063.0,43076.0,13.0
2020-02-07T09,41763.0,43194.0,43206.0,12.0
2020-02-07T10,42321.0,43687.0,43765.0,78.0
2020-02-07T11,42941.0,44962.0,45042.0,80.0
2020-02-07T12,45390.0,47624.0,47675.0,51.0
2020-02-07T13,50154.0,51531.0,51378.0,-154.0
2020-02-07T14,51182.0,52231.0,52080.0,-151.0
2020-02-07T15,49474.0,49749.0,49579.0,-171.0
2020-02-07T16,46931.0,46648.0,46653.0,4.0
2020-02-07T17,44634.0,44033.0,44043.0,10.0
2020-02-07T18,42721.0,41722.0,41731.0,9.0
2020-02-07T19,40957.0,39807.0,39816.0,9.0
2020-02-07T20,40152.0,38657.0,38666.0,8.0
2020-02-07T21,39830.0,37788.0,37796.0,7.0
2020-02-07T22,39219.0,37264.0,37222.0,-43.0
2020-02-07T23,39320.0,37238.0,37134.0,-104.0
2020-02-08T00,39966.0,37697.0,37621.0,-76.0
2020-02-08T01,41717.0,39248.0,39194.0,-54.0
2020-02-08T02,41442.0,39795.0,39851.0,55.0
2020-02-08T03,41439.0,39740.0,39807.0,67.0
2020-02-08T04,40845.0,39275.0,39342.0,67.0
2020-02-08T05,39802.0,38115.0,38197.0,81.0
2020-02-08T06,38503.0,36880.0,36947.0,67.0
2020-02-08T07,37425.0,35814.0,35961.0,147.0
2020-02-08T08,36896.0,35372.0,35526.0,153.0
2020-02-08T09,36596.0,35235.0,35340.0,105.0
2020-02-08T10,36682.0,35462.0,35542.0,80.0
2020-02-08T11,37470.0,36136.0,36202.0,66.0
2020-02-08T12,38409.0,37467.0,37523.0,55.0
2020-02-08T13,40094.0,39325.0,39329.0,4.0
2020-02-08T14,42102.0,41056.0,41022.0,-35.0
2020-02-08T15,42564.0,41662.0,41997.0,335.0
2020-02-08T16,42155.0,41159.0,40957.0,-203.0
2020-02-08T17,40987.0,40446.0,40325.0,-122.0
2020-02-08T18,39646.0,39405.0,39410.0,5.0
2020-02-08T19,38310.0,38252.0,38048.0,-205.0
2020-02-08T20,37524.0,37266.0,37056.0,-211.0
2020-02-08T21,36790.0,36570.0,36360.0,-211.0
2020-02-08T22,36519.0,36294.0,36001.0,-294.0
2020-02-08T23,36323.0,36316.0,35985.0,-332.0
2020-02-09T00,36838.0,36640.0,36225.0,-415.0
2020-02-09T01,38371.0,38099.0,37698.0,-401.0
2020-02-09T02,38354.0,38524.0,38282.0,-242.0
2020-02-09T03,37819.0,38120.0,37871.0,-249.0
2020-02-09T04,37297.0,37309.0,37002.0,-307.0
2020-02-09T05,35924.0,35770.0,35460.0,-310.0
2020-02-09T06,34442.0,34282.0,33957.0,-326.0
2020-02-09T07,33070.0,32969.0,32560.0,-411.0
2020-02-09T08,32041.0,31892.0,31271.0,-621.0
2020-02-09T09,31180.0,31222.0,30967.0,-254.0
2020-02-09T10,31039.0,30904.0,30773.0,-132.0
2020-02-09T11,31039.0,30961.0,30942.0,-20.0
2020-02-09T12,31323.0,31355.0,31305.0,-50.0
2020-02-09T13,32033.0,32087.0,32125.0,38.0
2020-02-09T14,33207.0,33028.0,33094.0,66.0
2020-02-09T15,34488.0,34442.0,34561.0,119.0
2020-02-09T16,35790.0,35817.0,35887.0,70.0
2020-02-09T17,36572.0,36697.0,36779.0,82.0
2020-02-09T18,36745.0,37093.0,37194.0,101.0
2020-02-09T19,37257.0,37335.0,37265.0,-70.0
2020-02-09T20,37033.0,37396.0,37260.0,-136.0
2020-02-09T21,36929.0,37363.0,37140.0,-222.0
2020-02-09T22,36932.0,37367.0,37149.0,-218.0
2020-02-09T23,37086.0,37657.0,37094.0,-563.0
2020-02-10T00,37607.0,38358.0,37791.0,-568.0
2020-02-10T01,39148.0,39919.0,39539.0,-380.0
2020-02-10T02,39312.0,40303.0,40307.0,4.0
2020-02-10T03,38705.0,39766.0,39902.0,136.0
2020-02-10T04,37788.0,38722.0,38731.0,8.0
2020-02-10T05,35919.0,36673.0,36642.0,-31.0
2020-02-10T06,33758.0,34368.0,34433.0,64.0
2020-02-10T07,32443.0,32639.0,32737.0,98.0
2020-02-10T08,31563.0,31606.0,31706.0,99.0
2020-02-10T09,31210.0,31144.0,31230.0,86.0
2020-02-10T10,31229.0,31120.0,31207.0,86.0
2020-02-10T11,32012.0,32062.0,32148.0,86.0
